學年期,系所名稱,"科目名稱(連結課程地圖)             備註 
             限選條件",教師姓名*:主負責老師,已選課人數/餘額,系所名稱_label,學分,必選修,時間,教室,類別_實習,類別_講義,數學_微積分,數學_代數,數學_幾何,數學_數值分析,數學_分析,統計_數據分析,統計_機率,統計_時間數列,統計_貝氏統計,電腦科學_深度學習,電腦科學_演算法,電腦科學_資料結構,電腦科學_人工智慧,電腦科學_程式設計,電機工程_電路設計,電機工程_電磁學,電機工程_模擬系統,測量_測量技術,測量_地圖繪製,測量_GPS定位,土木_結構設計,土木_工程施工,土木_建築學
0109-2,統計系 STAT,統計調查實務,趙昌泰,430/27,2,1, 必修,[5]9~A,統計系館 62119,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0109-2,統計系 STAT,總體經濟學,伍弘歷,406/4,2,3, 選修,[1]6~8,統計系館 62119,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0109-2,統計系 STAT,統計實務,楊明宗,20/300,2,3, 選修,[2]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0109-2,統計系 STAT,財務風險管理,梁少懷,202/13,2,3, 選修,[3]2~4,會計系館 63102,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0109-2,統計系 STAT,財務管理,黃炳勳,055/5,2,3, 選修,[2]6~8,會計系館 63101,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0109-2,統計系 STAT,國際金融,康信鴻,19/10,2,3, 選修,[4]2~4,企管系館 62121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0109-2,統計系 STAT,商事法,林佑鴻,055/65,2,3, 選修,[3]6~8,企管系館 62121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,統計學（一）,溫敏杰,107/3,2,3, 必修,"[1]2~3,[3]2",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,微積分（一）,林良靖,60/10,2,3, 必修,"[1]5~6,[3]5",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,線性代數,陳瑞彬,79/01,2,3, 必修,"[2]7,[4]3~4",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,經濟學（一）,伍弘歷,790/3,2,3, 必修,[4]5~7,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,體育（一）,莊博堯,53/47,2,0, 必修,[5]7~8,中正堂 中正堂視聽室,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,管理學,李憲達,71/01,2,3, 必修,[5]5~7,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,程式設計,李俊毅,61/額0滿,2,3, 必選,"[3]3~4,[5]2",統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,機率概論,李國榮,70/9,2,3, 選修,[1]1~3,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,會計學（一）,施坤宏,68/10,2,3, 必修,[1]7~9,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,個體經濟學,郭彥廉,44/6,2,3, 選修,[2]2~4,統計系館 62119,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,固定收益型證券,王澤世,100/額滿,2,3, 選修,[4]2~4,會計系館 63211,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,資料科學導論,李政德,032/28,2,3, 選修,[3]6~8,統計系館 62333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,數理統計（二）,趙昌泰,72/09,2,3, 必修,"[2]3~4,[4]2",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,實驗設計,李宜真,83/額滿,2,3, 必修,"[2]5,[3]7~8",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,無母數統計,張欣民,092/額滿,2,3, 必修,[5]2~4,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,時間數列分析,林良靖,530/10,2,3, 選修,"[1]2~3,[3]2",統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,統計模擬,李俊毅,64/額滿,2,3, 選修,[1]6~8,統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,國際貿易與投資,康信鴻,307/83,2,3, 選修,[4]2~4,企管系館 62121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,統計諮詢,蘇佩芳,33/1,2,3, 必修,[2]6~8,統計系館 62331,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,統計資料分析,馬瀰嘉,31/0額滿,2,3, 必修,[2]6~8,統計系館 62227,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,巨量資料分析,李政德,200/30,2,3, 選修,[3]2~4,統計系館 62333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,市場調查實務,趙昌泰,29/31,2,1, 必修,[5]9~A,統計系館 62113,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,統計問題,楊明宗,23/27,2,3, 選修,[2]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-1,統計系 STAT,公司治理與財務報導—國際會計與稅務專題研,王金來,780/額滿,2,3, 選修,[5]2~4,會計系館 63104,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,統計學（二）,溫敏杰,950/額滿,2,3, 必修,"[1]2~3,[3]2",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,計算機概論,許志仲,067/3,2,3, 必修,"[2]1,[4]3~4",統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,微積分（二）,林良靖,57/13,2,3, 必修,"[1]5~6,[3]5",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,經濟學（二）,林姿妤,73/02,2,3, 必修,[4]5~7,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,數理統計（一）,李國榮,640/2,2,3, 必修,"[2]3~4,[4]2",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,迴歸分析,王義富,770/額滿,2,3, 必修,[3]7~9,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,會計學（二）,施坤宏,608/7,2,3, 必修,[1]7~9,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,品質管制,王義富,680/2,2,3, 選修,[2]6~8,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,抽樣調查,趙昌泰,75/額滿,2,3, 必修,"[2]2,[5]2~3",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,統計軟體與繪圖,李俊毅,54/1,2,3, 選修,[5]5~7,統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,多變量分析,溫敏杰,108/額滿,2,3, 必修,"[3]3~4,[5]4",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,類別資料分析,蘇佩芳,804/額滿,2,3, 必修,[2]6~8,統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,機器學習,鄭順林,57/013,2,3, 選修,"[1]2~3,[3]2",統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,工業統計,李宜真,52/08,2,3, 選修,[4]2~4,統計系館 62113上課時間,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,應用機率論,張欣民,49/11,2,3, 選修,[1]6~8,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,統計調查實務,趙昌泰,390/11,2,1, 必修,[5]9~A,統計系館 62119,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,商事法,林佑鴻,88/額0滿,2,3, 選修,[3]5~7,企管系館 62121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,統計實務,楊明宗,23/27,2,3, 選修,[2]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,管理決策會計,李政勳,34/06,2,3, 選修,[1]6~8,會計系館 63101,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,財務管理,黃炳勳,35/010,2,3, 選修,[2]6~8,會計系館 63404,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0110-2,統計系 STAT,創新管理,周信輝,50/額滿,2,3, 選修,[1]6~8,企管系館 62453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,統計學（一）,溫敏杰,107/額滿,2,3, 必修,"[1]2~3,[3]2",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,微積分（一）,戴安順,73/8,2,3, 必修,"[1]5~6,[3]5",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,線性代數,陳瑞彬,84/0額滿,2,3, 必修,"[2]7,[4]3~4",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,經濟學（一）,伍弘歷,709/2,2,3, 必修,[4]5~7,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,管理學,許經明,81/額0滿,2,3, 必修,[2]7~9,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,程式設計,李俊毅,609/1,2,3, 必選,"[2]2,[5]3~4",統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,機率概論,趙昌泰,82/2,2,3, 選修,[3]3~N,統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,會計學（一）,施坤宏,69/9,2,3, 必修,[1]7~9,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,固定收益型證券,王澤世,56/額滿,2,3, 選修,[2]2~4,會計系館 63102,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,資料科學導論,李政德,36/207,2,3, 選修,[3]6~8,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,數理統計（二）,李國榮,90/4,2,3, 必修,"[2]3~4,[4]2",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,實驗設計,李俊毅,66/07,2,3, 必修,"[2]5,[3]7~8",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,無母數統計,張欣民,069/5,2,3, 必修,[5]2~4,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,時間數列分析,盧馬汀,039/11,2,3, 選修,[3]2~4,統計系館 62119,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,統計模擬,鄭順林,41/13,2,3, 選修,[1]6~8,統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,統計諮詢,蘇佩芳,39/額0滿,2,3, 必修,[2]6~8,統計系館 62331,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,統計資料分析,馬瀰嘉,320/1,2,3, 必修,[2]6~8,統計系館 62227,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,巨量資料分析,李政德,24/21,2,3, 選修,[3]2~4,統計系館 62333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,市場調查實務,趙昌泰,31/32,2,1, 必修,[5]9~A,統計系館 62113,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,統計問題,楊明宗,8/32,2,3, 選修,[2]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,公司治理與財務報導—國際會計與稅務專題研,王金來,60/額滿,2,3, 選修,[5]2~4,會計系館 63104,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-1,統計系 STAT,實用民商法律入門,林佑鴻,063/額滿,2,3, 選修,[3]6~8,企管系館 62121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,統計學（二）,溫敏杰,097/2,2,3, 必修,"[1]2~3,[3]2",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,計算機概論,李政德,906/額滿,2,3, 必修,"[2]1,[4]3~4",統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,微積分（二）,戴安順,650/6,2,3, 必修,"[1]5~6,[3]5",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,經濟學（二）,蔡群立,67/04,2,3, 必修,[4]5~7,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,數理統計（一）,趙昌泰,89/5,2,3, 必修,"[2]3~4,[4]2",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,迴歸分析,王義富,78/03,2,3, 必修,[3]7~9,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,會計學（二）,施坤宏,68/07,2,3, 必修,[1]7~9,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,品質管制,王義富,65/9,2,3, 選修,[2]6~8,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,抽樣調查,趙昌泰,080/6,2,3, 必修,"[2]2,[5]2~3",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,統計軟體與繪圖,李俊毅,53/額滿,2,3, 選修,[5]5~7,統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,保險數學,許秀麗,304/13,2,3, 選修,[3]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,多變量分析,溫敏杰,73/03,2,3, 必修,"[3]3~4,[5]4",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,類別資料分析,馬瀰嘉,66/04,2,3, 必修,[2]6~8,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,機器學習,陳瑞彬,43/17,2,3, 選修,"[1]2~3,[3]2",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,工業統計,李宜真,36/14,2,3, 選修,[4]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,應用機率論,張欣民,49/09,2,3, 選修,[1]6~8,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,財務統計,林良靖,9/22,2,3, 選修,[2]2~4,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,統計調查實務,趙昌泰,570/13,2,1, 必修,[5]9~A,統計系館 62119,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,商事法,林佑鴻,109/11,2,3, 選修,[3]6~8,企管系館 62121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,品管實務,李俊毅,200/30,2,3, 選修,[3]6~8,統計系館 工統實驗室,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,統計實務,楊明宗,105/35,2,3, 選修,[2]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,管理決策會計,李政勳,202/3,2,3, 選修,[1]6~8,會計系館 63102,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,金融創新,廖麗凱,045/5,2,3, 選修,[3]2~4,會計系館 63101,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0111-2,統計系 STAT,創新管理,周信輝,021/19,2,3, 選修,[1]1~3,企管系館 62453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,統計學（一）,李國榮,700/額滿,2,3, 必修,"[1]2~3,[3]2",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,微積分（一）,戴安順,61/9,2,3, 必修,"[1]5~6,[3]5",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,線性代數,王義富,72/額滿,2,3, 必修,"[2]7,[4]3~4",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,經濟學（一）,宋皇叡,79/2,2,3, 必修,[4]5~7,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,管理學,許經明,79/額滿,2,3, 必修,[2]7~9,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,程式設計,許志仲,78/額滿,2,3, 必選,"[2]2,[5]3~4",統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,機率概論,趙昌泰,86/額滿,2,3, 選修,[3]2~4,統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,品質管制,林良靖,28/302,2,3, 選修,[4]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,會計學（一）,施坤宏,075/額滿,2,3, 必修,[1]7~9,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,基本財務學,黃炳勳,45/額0滿,2,3, 選修,[4]6~8,會計系館 63404,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,數理統計（二）,趙昌泰,606/4,2,3, 必修,"[2]3~4,[4]2",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,實驗設計,李俊毅,63/7,2,3, 必修,"[2]5,[3]7~8",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,無母數統計,張欣民,71/額滿,2,3, 必修,[5]2~4,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,時間數列分析,盧馬汀,40/100,2,3, 選修,[3]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,工業統計,鄭順林,31/29,2,3, 選修,"[2]1,[4]3~4",統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,統計諮詢,蘇佩芳,35/額0滿,2,3, 必修,[2]6~8,統計系館 62331,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,統計資料分析,溫敏杰,303/2,2,3, 必修,[2]6~8,統計系館 62227,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,貝氏分析,李宜真,30/額滿,2,3, 選修,[1]6~8,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,市場調查實務,趙昌泰,202/48,2,1, 必修,[5]9~A,統計系館 62113,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,統計問題,楊明宗,105/35,2,3, 選修,[2]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,公司治理與財務報導—國際會計與稅務專題研,王金來,52/額0滿,2,3, 選修,[5]2~4,會計系館 63104,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-1,統計系 STAT,實用民商法律入門,林佑鴻,1012/8,2,3, 選修,[3]6~8,企管系館 62121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,統計學（二）,李國榮,606/額滿,2,3, 必修,"[1]2~3,[3]2",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,計算機概論,李政德,78/額滿,2,3, 必修,"[2]1,[4]3~4",統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,微積分（二）,戴安順*,58/2,2,3, 必修,"[1]5~6,[3]5",統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,經濟學（二）,宋皇叡,76/額滿,2,3, 必修,[4]5~7,統計系館 62223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,數理統計（一）,趙昌泰,100/額滿,2,3, 必修,"[2]3~4,[4]2",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,迴歸分析,張欣民,807/3,2,3, 必修,[3]7~9,統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,會計學（二）,施坤宏,67/3,2,3, 必修,[1]7~9,統計系館 62117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,抽樣調查,趙昌泰,086/額滿,2,3, 必修,"[2]2,[5]2~3",統計系館 62115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,統計軟體與繪圖,鄭順林,46/額滿,2,3, 選修,[2]7~9,統計系館 62225,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0112-2,統計系 STAT,保險數學,許秀麗,044/6,2,3, 選修,[3]2~4,統計系館 62113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
