學年期,系所名稱,系號-序號課程碼-分班碼屬性碼,年級班別組別,類別,"科目名稱(連結課程地圖)             備註 
             限選條件",學分選必修,教師姓名*:主負責老師,已選課人數/餘額,時間/教室,課綱/Moodle,Syllabus Link
0110-1,資訊系 CSIE,F7-126  F722500  [CSIE2004],3  甲乙,講義,多處理機平行程式設計,3  選修,陳奇業,57/63,[5]2~4 資訊新館 65304,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F722500&class_code=
0110-1,資訊系 CSIE,F710200-Z7  [CSIE],4  甲,講義,通識課程,2  必修,,0/請參2考備註,[2]5~6,Moodle,
0110-1,資訊系 CSIE,F7-154  F742900  [CSIE5010],4  甲乙,講義,人工智慧導論,3  選修,朱威達,139/20,[3]5~7 資訊系館 4264,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F742900&class_code=
0110-1,資訊系 CSIE,F7-155  F743000  [CSIE5009],4  甲乙,講義,影像處理、電腦視覺及深度學習概論,3  選修,連震杰,467/41,[1]1~3 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F743000&class_code=
0110-1,資訊系 CSIE,F7-156  P75I900  [CSIE5007],4  甲乙,講義,物聯網技術之應用及系統開發,3  選修,藍崑展,123/8,[1]6~8 資訊系館 4202,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=P75I900&class_code=
0110-1,資訊系 CSIE,F7-158  F743300  [CSIE5014],4  甲乙,講義,基因體資訊學,3  選修,賀保羅,9/20,[3]7~9 資訊系館 4201,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F743300&class_code=
0110-1,資訊系 CSIE,F7-160  F743200  [CSIE5013],4  甲乙,講義,人工智慧於醫療應用與服務,3  選修,高宏宇,872/9,[2]7~9 資訊系館 4204,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F743200&class_code=
0110-1,資訊系 CSIE,F710200-Z8  [CSIE],4  乙,講義,通識課程,2  必修,,20/請參考備註,[2]5~6,Moodle,
0110-1,資訊系 CSIE,F7-163  P773100  [CSIE5024],4  甲乙,講義,機率模型及數據科學,3  選修,賀保羅,24/31,[2]7~9 資訊新館 65105,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=P773100&class_code=
0110-2,資訊系 CSIE,A718320-Zd  [CL1080],1  甲,大學國文,大學國文（二）,2  必修,,0/請參考備註,[5]7~8,Moodle,
0110-2,資訊系 CSIE,A119120-Zg  [FLC1001],1  甲,講義,外國語言（二）,2  必修,,0/請參考備註,[5]3~4,Moodle,
0110-2,資訊系 CSIE,F7-006  F715920  [PHYS1063],1  甲乙,講義,普通物理學（二）,3  必修,楊展其,1292/28,[1]2~3 共同教室 A1302[3]2 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F715920&class_code=
0110-2,資訊系 CSIE,F700000-Z1  [CSIE],1  甲,講義,體育（二）,0  必修,,0/2請參考備註,[1]7~8,Moodle,
0110-2,資訊系 CSIE,F7-008  F715621  [MATH1062],1  甲乙,講義,微積分（二）,3  必修,吳恭儉,111/14,[3]3~4 成功校區經緯廳 經緯廳[5]2 成功校區經緯廳 經緯廳,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F715621&class_code=
0110-2,,F715621  [MATH1062],1  甲乙  A,實習,,,吳恭儉,2,[5]1 資訊系館 4201,,
0110-2,,F715621  [MATH1062],1  甲乙  B,實習,,,章源慶,2,[5]1 資訊系館 4202,,
0110-2,,F715621  [MATH1062],1  甲乙  C,實習,,,蕭仁傑,,[5]1 資訊系館 4203,,
0110-2,,F715621  [MATH1062],1  甲乙  D,實習,,,黃郁芬,2,[5]1 資訊系館 4260,,
0110-2,資訊系 CSIE,F7-009  F720100-1  [CSIE1004],1  甲,講義,線性代數,3  必修,王宏鍇,1242/6,[3]5~7 資訊新館 65405,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F720100&class_code=1
0110-2,資訊系 CSIE,F7-010  F720100-2  [CSIE1004],1  乙,講義,線性代數,3  必修,朱威達,56/9,[3]5~7 資訊新館 65105,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F720100&class_code=2
0110-2,資訊系 CSIE,F7-011  F711120  [CSIE1002],1  甲乙,講義,程式設計（二）,3  必修,李信杰,2157/3,[2]2~4 資訊新館 65304,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F711120&class_code=
0110-2,資訊系 CSIE,F710200-Z1  [CSIE],1  甲,講義,通識課程,2  必修,,0/請參考備註,[2]5~6,Moodle,
0110-2,資訊系 CSIE,F7-013  F717920-1  [CSIE0001],1  甲,實習,服務學習（二）,0  必修,張燕光,58/網路選課不開放,[4]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F717920&class_code=1
0110-2,資訊系 CSIE,A718320-Ze  [CL1080],1  乙,大學國文,大學國文（二）,2  必修,,02/請參考備註,[5]7~8,Moodle,
0110-2,資訊系 CSIE,A119120-Zh  [FLC1001],1  乙,講義,外國語言（二）,2  必修,,0/請參考備註,[5]3~4,Moodle,
0110-2,資訊系 CSIE,F700000-Z2  [CSIE],1  乙,講義,體育（二）,0  必修,,0/請參考備註,[1]7~8,Moodle,
0110-2,資訊系 CSIE,F710200-Z2  [CSIE],1  乙,講義,通識課程,2  必修,,20/請參考備註,[2]5~6,Moodle,
0110-2,資訊系 CSIE,F7-030  F717920-2  [CSIE0001],1  乙,實習,服務學習（二）,0  必修,張燕光,56/網路選課不開放,[1]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F717920&class_code=2
0110-2,資訊系 CSIE,F7-040  E111900  [ME2151],1,講義,從創意到創新,1  選修,鍾俊輝,25/洽2系辦,[3]A~C 機械系館 91305[5]A~C 機械系館 91305上課時間,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=E111900&class_code=
0110-2,資訊系 CSIE,F7-041  E222400  [EE2450],1,講義,傅立葉轉換在類比與數位通訊的應用,1  選修,賴癸江,219/11,未定 電機系館 92425,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=E222400&class_code=
0110-2,資訊系 CSIE,F710200-Z3  [CSIE],2  甲,講義,通識課程,2  必修,,0/請參考備2註,[2]5~6,Moodle,
0110-2,資訊系 CSIE,F7-053  F720600  [CSIE1008],2  甲乙,講義,離散數學,3  必修,謝孫源,2216/34,[4]2~4 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F720600&class_code=
0110-2,資訊系 CSIE,F7-055  F720200  [CSIE2001],2  甲乙,講義,計算機組織,3  必修,林英超,152/213,[1]6~8 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F720200&class_code=
0110-2,資訊系 CSIE,F7-056  F723500  [CSIE2011],2  甲乙,講義,電腦網路概論,3  必修,曾繁勛,131/額滿,[2]7~9 資訊新館 65405,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F723500&class_code=
0110-2,資訊系 CSIE,F710200-Z9  [CSIE],2  甲,講義,通識課程,2  必修,,0/依照該類課程科目序號選課,[4]5~6,Moodle,
0110-2,資訊系 CSIE,F710041-Z1  [CSIE],2  甲,講義,體育（四）,0  必修,,0/請參考備註,[3]5~6,Moodle,
0110-2,資訊系 CSIE,F7-059  F721300  [CSIE3003],2  甲乙,講義,演算法,3  必修,陳奇業,182/68,[2]2~4 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F721300&class_code=
0110-2,資訊系 CSIE,F7-061  F721100-1  [CSIE3002],2  甲,講義,機率與統計,3  必修,吳明龍,792/6,[5]5~7 資訊新館 65405,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F721100&class_code=1
0110-2,資訊系 CSIE,F7-062  F721100-2  [CSIE3002],2  乙,講義,機率與統計,3  必修,賀保羅,472/18,[5]5~7 資訊新館 65105,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F721100&class_code=2
0110-2,資訊系 CSIE,F710200-Z4  [CSIE],2  乙,講義,通識課程,2  必修,,0/請參2考備註,[2]5~6,Moodle,
0110-2,資訊系 CSIE,F710041-Z2  [CSIE],2  乙,講義,體育（四）,0  必修,,0/請參考備註,[3]5~6,Moodle,
0110-2,資訊系 CSIE,F710200-Z5  [CSIE],3  甲,講義,通識課程,2  必修,,0/請2參考備註,[2]5~6,Moodle,
0110-2,資訊系 CSIE,F7-104  F730220  [CSIE3092],3  甲乙,講義,資訊專題（二）,2  必修,張燕光,2122/網路選課不開放,未定,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F730220&class_code=
0110-2,資訊系 CSIE,F7-106  F732400  [CSIE4008],3  甲乙,講義,編譯系統,3  必修,涂嘉恒,152/8,[5]2~4 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F732400&class_code=
0110-2,資訊系 CSIE,F7-111  F733400  [CSIE3018],3  甲乙,講義,Linux核心設計,3  選修,黃敬群,229/41,[2]7~9 資訊新館 65203,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F733400&class_code=
0110-2,資訊系 CSIE,F7-112  F733500  [CSIE3019],3  甲乙,講義,即時系統導論,3  選修,蔡佩璇,16/9,[3]5~7 照坤精密儀器大樓 95519,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F733500&class_code=
0110-2,資訊系 CSIE,F710200-Z6  [CSIE],3  乙,講義,通識課程,2  必修,,0/請參考備註,[2]5~6,Moodle,
0110-2,資訊系 CSIE,F7-124  F743500  [CSIE4034],3  甲乙,講義,互動數位藝術實作,3  選修,楊中平,142/41,[2]2~4 資訊新館 65105,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F743500&class_code=
0110-2,資訊系 CSIE,F710200-Z7  [CSIE],4  甲,講義,通識課程,2  必修,,02/請參考備註,[2]5~6,Moodle,
0110-2,資訊系 CSIE,F710200-Z8  [CSIE],4  乙,講義,通識課程,2  必修,,0/依照該類課程2科目序號選課,[2]5~6,Moodle,
0110-2,資訊系 CSIE,F7-160  F743700  [CSIE5016],4  甲乙,講義,Linux,3  選修,黃敬群,51/9,[1]8 資訊系館 4202[4]5~6 資訊系館 4202,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F743700&class_code=
0110-2,資訊系 CSIE,F7-161  F731400  [CSIE4011],4  甲乙,講義,資料庫系統導論,3  選修,李強,85/23,[3]6~8 資訊系館 4203,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F731400&class_code=
0110-2,資訊系 CSIE,F7-162  F741200  [CSIE5006],4  甲乙,講義,分散式系統,3  選修,蕭宏章,29/26,[1]5~7 資訊新館 65105,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F741200&class_code=
0110-2,資訊系 CSIE,F7-167  F741900  [CSIE5004],4  甲乙,講義,繪圖技術設計與應用,3  選修,李同益,32/228,[1]7 資訊系館 4201[4]7~8 資訊系館 4201,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F741900&class_code=
0110-2,資訊系 CSIE,F7-169  F742600  [CSIE5007],4  甲乙,講義,資料分析與學習基石,3  選修,高宏宇,274/36,[4]2~4 資訊新館 65405,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F742600&class_code=
0110-2,資訊系 CSIE,F7-177  F733100  [CSIE5005],4  甲乙,講義,從自由軟體到物聯網的實踐,3  選修,藍崑展,7/428,[3]6~8 資訊新館 65104,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F733100&class_code=
0110-2,資訊系 CSIE,F7-178  P75J200  [CSIE5021],4  甲乙,講義,人工智慧在中醫上的應用,3  選修,藍崑展,5/15,[1]6~8 資訊系館 4261,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=P75J200&class_code=
0110-2,資訊系 CSIE,F7-179  P75J000  [CSIE5010],4  甲乙,講義,資料科學與人工智慧競技,3  選修,莊坤達,57/13,[2]2~4 資訊新館 65104,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=P75J000&class_code=
0110-2,資訊系 CSIE,F7-180  F743600  [CSIE5015],4  甲乙,講義,軟體工程,3  選修,郭淑美,55/5,[2]7~9 資訊系館 4201,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F743600&class_code=
0110-2,資訊系 CSIE,F7-181  P75J100  [CSIE5020],4,講義,創意行動網路APPs之系統技術與設計研發,3  選修,黃崇明,241/19,[4]6~8 資訊系館 4261,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=P75J100&class_code=
0110-2,資訊系 CSIE,F7-182  P76H300  [CSIE7061],4,講義,機器學習,3  選修,賀保羅,50/15,[3]7~9 資訊系館 4202,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=P76H300&class_code=
0111-1,資訊系 CSIE,A718310-Zc  [CL1078],1  甲,大學國文,大學國文（一）,2  必修,,02/請參考備註,[5]7~8,Moodle,
0111-1,資訊系 CSIE,A119110-Zf  [FLC6004],1  甲,講義,外國語言（一）,2  必修,,0/請參2考備註,[5]3~4,Moodle,
0111-1,資訊系 CSIE,F7-004  A215500-40  [OPE0300],1  甲,講義,體育（一）,0  必修,蔡佳良,259/940,[1]7~8,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=A215500&class_code=40
0111-1,資訊系 CSIE,F7-006  F715910  [PHYS1061],1  甲乙,講義,普通物理學（一）,3  必修,楊展其,169/27,[1]2~3 電機系館 迅慧講堂[3]2 電機系館 迅慧講堂,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F715910&class_code=
0111-1,資訊系 CSIE,F7-008  F720401-1  [CSIE1003],1  甲,講義,數位電路導論,3  必修,蘇文鈺,76/14,[3]6~8 資訊新館 65304,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F720401&class_code=1
0111-1,資訊系 CSIE,F7-009  F720401-2  [CSIE1003],1  乙,講義,數位電路導論,3  必修,許舒涵,75/215,[4]6~8 資訊系館 4263,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F720401&class_code=2
0111-1,資訊系 CSIE,F7-010  F711110  [CSIE1001],1  甲乙,講義,程式設計（一）,3  必修,蔡孟勳,244/66,[4]2~4 資訊大樓 格致廳大講堂,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F711110&class_code=
0111-1,資訊系 CSIE,F710200-Z1  [CSIE],1  甲,講義,通識課程,2  必修,,0/請參考備註,[2]5~6,Moodle,
0111-1,資訊系 CSIE,F7-012  F715611  [MATH1061],1  甲乙,講義,微積分（一）,3  必修,洪英志*,1125/17,[3]3~4 成功校區經緯廳 經緯廳[5]2 成功校區經緯廳 經緯廳,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F715611&class_code=
0111-1,,F715611  [MATH1061],1  甲乙  A,實習,,,洪英志,,[5]1 資訊系館 4201,,
0111-1,,F715611  [MATH1061],1  甲乙  B,實習,,,陳若淳,2,[5]1 資訊系館 4202,,
0111-1,,F715611  [MATH1061],1  甲乙  C,實習,,,史習偉,2,[5]1 資訊系館 4203,,
0111-1,,F715611  [MATH1061],1  甲乙  D,實習,,,賴青瑞,2,[5]1 資訊系館 4204,,
0111-1,資訊系 CSIE,F7-013  F717910-1  [CSIE0000],1  甲,實習,服務學習（一）,0  必修,張燕光,55/網路選課不開放,[1]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F717910&class_code=1
0111-1,資訊系 CSIE,A718310-Zd  [CL1078],1  乙,大學國文,大學國文（一）,2  必修,,0/請參考備註,[5]7~8,Moodle,
0111-1,資訊系 CSIE,A119110-Zg  [FLC6004],1  乙,講義,外國語言（一）,2  必修,,0/請參考備註,[5]3~4,Moodle,
0111-1,資訊系 CSIE,F7-024  A215500-41  [OPE0300],1  乙,講義,體育（一）,0  必修,徐珊惠,59/41,[1]7~8,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=A215500&class_code=41
0111-1,資訊系 CSIE,F710200-Z2  [CSIE],1  乙,講義,通識課程,2  必修,,0/請參考備註,[2]5~6,Moodle,
0111-1,資訊系 CSIE,F7-029  F717910-2  [CSIE0000],1  乙,實習,服務學習（一）,0  必修,張燕光,65/網路選課不2開放,[4]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F717910&class_code=2
0111-1,資訊系 CSIE,F710200-Z3  [CSIE],2  甲,講義,通識課程,2  必修,,0/請參考備註,[2]5~6,Moodle,
0111-1,資訊系 CSIE,F710200-Z9  [CSIE],2  甲,講義,通識課程,2  必修,,0/請參考備註,[4]5~6,Moodle,
0111-1,資訊系 CSIE,F7-054  F720900  [CSIE1007],2  甲乙,講義,數位系統導論,3  必修,陳培殷,2167/33,[2]2~4 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F720900&class_code=
0111-1,資訊系 CSIE,F7-055  F721000-1  [CSIE1070],2  甲,實習,數位系統實驗,1  必修,陳培殷涂嘉恒,68/322,[3]7~9 資訊新館 65203,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F721000&class_code=1
0111-1,資訊系 CSIE,F7-056  F721000-2  [CSIE1070],2  乙,實習,數位系統實驗,1  必修,陳培殷涂嘉恒,81/19,[2]7~9 資訊新館 65203,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F721000&class_code=2
0111-1,資訊系 CSIE,F7-057  F723600  [CSIE1010],2  甲乙,講義,工程數學,3  選修,蘇銓清,77/213,[1]6~8 資訊系館 4204,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F723600&class_code=
0111-1,資訊系 CSIE,F7-058  F720600  [CSIE1008],2  甲乙,講義,離散數學,3  必修,謝孫源,1126/84,[4]2~4 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F720600&class_code=
0111-1,資訊系 CSIE,F710031-Z1  [CSIE],2  甲,講義,體育（三）,0  必修,,20/請參考備註,[3]5~6,Moodle,
0111-1,資訊系 CSIE,F7-061  F730500  [CSIE0090],2  甲乙,講義,資訊工程倫理與生涯規劃,1  選修,張燕光,1422/8,[5]3 共同教室 A1302,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F730500&class_code=
0111-1,資訊系 CSIE,F710200-Z4  [CSIE],2  乙,講義,通識課程,2  必修,,0/請參考備註,[2]5~6,Moodle,
0111-1,資訊系 CSIE,F710200-ZA  [CSIE],2  乙,講義,通識課程,2  必修,,0/請參考備註,[4]5~6,Moodle,
0111-1,資訊系 CSIE,F710031-Z2  [CSIE],2  乙,講義,體育（三）,0  必修,,0/請參考備註,[3]5~6,Moodle,
0111-1,資訊系 CSIE,F7-079  F720300-1  [CSIE1006],2  甲,講義,資料結構,3  必修,蕭宏章,80/20,[4]7~9 資訊系館 4204,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F720300&class_code=1
0111-1,資訊系 CSIE,F7-081  F720300-2  [CSIE1006],2  乙,講義,資料結構,3  必修,曾繁勛,91/14,[4]7~9 資訊新館 65405,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F720300&class_code=2
0111-1,資訊系 CSIE,F7-083  F723400  [CSIE2012],2  甲乙,講義,Linux,3  選修,涂嘉恒,69/1,[3]3~4 資訊新館 65203[5]2 資訊新館 65203,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F723400&class_code=
0111-1,資訊系 CSIE,F7-084  F721900  [CSIE2003],2  甲乙,講義,視窗程式設計,3  選修,張瑞紘,105/30,[5]5~7 資訊新館 65304,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F721900&class_code=
0111-1,資訊系 CSIE,F7-085  F731200  [CSIE2000],2  甲乙,講義,資訊安全,3  選修,李南逸,92/8,[1]1~3 資訊新館 65405,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F731200&class_code=
0111-1,資訊系 CSIE,F7-090  E120400  [ME2152],2  甲乙,講義,從創意到創新（二）,2  選修,鍾俊輝,402/洽系辦,上課時間,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=E120400&class_code=
0111-1,資訊系 CSIE,F710200-Z5  [CSIE],3  甲,講義,通識課程,2  必修,,0/請參考2備註,[2]5~6,Moodle,
0111-1,資訊系 CSIE,F7-102  F732500-1  [CSIE3009],3  甲,講義,微算機原理與應用（含實驗）,4  必修,何建忠,602/10,[3]2~4 資訊新館 65304,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F732500&class_code=1
0111-1,,F732500-1  [CSIE3009],3  甲  A,實習,,,何建忠,,[4]7~9 資訊新館 65304,,
0111-1,資訊系 CSIE,F7-103  F732500-2  [CSIE3009],3  乙,講義,微算機原理與應用（含實驗）,4  必修,楊中平,266/9,[3]2~4 資訊系館 4204,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=F732500&class_code=2
